data.subscription_type,data.username,data.name,data.description,data.profile_banner_url,data.most_recent_tweet_id,data.receives_your_dm,data.verified,data.pinned_tweet_id,data.verified_type,data.profile_image_url,data.url,data.protected,data.id,data.created_at,data.entities.url.urls,data.entities.description.urls,data.public_metrics.followers_count,data.public_metrics.following_count,data.public_metrics.tweet_count,data.public_metrics.listed_count,data.public_metrics.like_count,data.location,data.entities.description.mentions,data.entities.description.hashtags
None,jameskanter,James Kanter,more at https://t.co/zDGOcegy5D award-winning journalist | @euscreams politics podcast | formers @nytimes @dowjones @cambodiadaily,https://pbs.twimg.com/profile_banners/94529866/1493921656,1843966806530417080,False,False,,none,https://pbs.twimg.com/profile_images/860887208928190467/C6wkzCZQ_normal.jpg,https://t.co/yE9T228nYK,False,94529866,2009-12-04T10:12:47.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/yE9T228nYK', 'expanded_url': 'https://euscream.com/', 'display_url': 'euscream.com'}]","[{'start': 8, 'end': 31, 'url': 'https://t.co/zDGOcegy5D', 'expanded_url': 'https://bsky.app/profile/jameskanter.bsky.social', 'display_url': 'bsky.app/profile/jamesk…'}]",19142,7027,11648,743,18647,Brussels,"[{'start': 59, 'end': 69, 'username': 'euscreams'}, {'start': 97, 'end': 105, 'username': 'nytimes'}, {'start': 106, 'end': 115, 'username': 'dowjones'}, {'start': 116, 'end': 130, 'username': 'cambodiadaily'}]",
None,qinaliu,Qina Liu 刘绮娜,Senior News Producer @seattletimes | VP of communication @aajaseattle | 🎓 from @TheBuffaloNews @ICParkSchool,https://pbs.twimg.com/profile_banners/83647633/1633578275,1839752234969772205,False,False,1633506349765246982,none,https://pbs.twimg.com/profile_images/1635831840417394688/9jbQSlhF_normal.jpg,https://t.co/39XURT8CPH,False,83647633,2009-10-19T17:33:07.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/39XURT8CPH', 'expanded_url': 'https://www.seattletimes.com/author/qina-liu/', 'display_url': 'seattletimes.com/author/qina-li…'}]",,1196,1404,6382,42,3616,"Seattle, WA","[{'start': 21, 'end': 34, 'username': 'seattletimes'}, {'start': 57, 'end': 69, 'username': 'aajaseattle'}, {'start': 79, 'end': 94, 'username': 'TheBuffaloNews'}, {'start': 95, 'end': 108, 'username': 'ICParkSchool'}]",
None,edemen_,Fatma Edemen,PhD candidate (Studies on Arts) @jagiellonskiuni | Film Programmer @ucansupurgefest,https://pbs.twimg.com/profile_banners/541618360/1709034166,1843183148609479149,False,False,,none,https://pbs.twimg.com/profile_images/1798113369506930688/JbcPsj1z_normal.jpg,https://t.co/rztkcjX46k,False,541618360,2012-03-31T12:34:34.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/rztkcjX46k', 'expanded_url': 'http://www.fatmaedemen.com', 'display_url': 'fatmaedemen.com'}]",,2248,2950,4407,15,27472,"Krakow, Poland","[{'start': 32, 'end': 48, 'username': 'jagiellonskiuni'}, {'start': 67, 'end': 83, 'username': 'ucansupurgefest'}]",
None,lilaguterman,Lila Guterman,"Was Deputy News Editor, @NewsfromScience . Now #LongCovid patient (May 2022). Prev jobs @ScienceNews, @cenmag, @chronicle. she/her.  @lguterman@mastodon.online",https://pbs.twimg.com/profile_banners/252786025/1585142087,1841807461910483112,False,False,1290791461840138245,none,https://pbs.twimg.com/profile_images/1511415876297318413/DFg8oi1s_normal.jpg,https://t.co/jpI4IFOKQq,False,252786025,2011-02-15T22:27:18.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/jpI4IFOKQq', 'expanded_url': 'https://www.science.org/author/lila-guterman', 'display_url': 'science.org/author/lila-gu…'}]",,3372,1952,10519,135,22786,,"[{'start': 24, 'end': 40, 'username': 'NewsfromScience'}, {'start': 88, 'end': 100, 'username': 'ScienceNews'}, {'start': 102, 'end': 109, 'username': 'cenmag'}, {'start': 111, 'end': 121, 'username': 'chronicle'}]","[{'start': 47, 'end': 57, 'tag': 'LongCovid'}]"
None,emilynussbaum,Gremliny Nussboo,"Staff writer at The New Yorker. Author of “Cue The Sun!: The Invention of Reality TV,” out 6/25. Insta/Threads/Bluesky: emilynussbaum",https://pbs.twimg.com/profile_banners/12096202/1589248918,1844812549541294106,False,True,1803092236499837103,blue,https://pbs.twimg.com/profile_images/3375319469/b94a8ff709b61967734dbd6188d723df_normal.jpeg,https://t.co/1m7ybXhjwz,False,12096202,2008-01-11T02:48:19.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/1m7ybXhjwz', 'expanded_url': 'http://www.emilynussbaum.com', 'display_url': 'emilynussbaum.com'}]",,277712,2480,163113,3550,128670,,,
None,MollyJongFast,Molly Jong-Fast,subscribe to fast politics https://t.co/8oCGnjfIKm follow me on instagram https://t.co/bZreuBOHrV @vanityfair special correspondent & MSNBC,https://pbs.twimg.com/profile_banners/14298769/1664031708,1844837815533670522,False,True,1843368559059108316,blue,https://pbs.twimg.com/profile_images/1834621315753349120/FFJ7iPjn_normal.jpg,https://t.co/3wCGeQvH7u,False,14298769,2008-04-04T01:41:30.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/3wCGeQvH7u', 'expanded_url': 'https://www.vanityfair.com/newsletter/jong-faster-politics', 'display_url': 'vanityfair.com/newsletter/jon…'}]","[{'start': 27, 'end': 50, 'url': 'https://t.co/8oCGnjfIKm', 'expanded_url': 'https://pod.link/1645614328', 'display_url': 'pod.link/1645614328'}, {'start': 74, 'end': 97, 'url': 'https://t.co/bZreuBOHrV', 'expanded_url': 'https://www.instagram.com/p/CkQViU8OMs0/', 'display_url': 'instagram.com/p/CkQViU8OMs0/'}]",1098604,7038,43335,8082,896827,,"[{'start': 98, 'end': 109, 'username': 'vanityfair'}]",
None,hefteronthehabs,Abe Hefter,Canadian in CT. Sports radio guy. Four Olympics. Five Stanley Cups. University of Hartford Journalism Prof. Hosting Blue Monday on your radio Mon. 9-mid. @wwuh,https://pbs.twimg.com/profile_banners/72142741/1514334228,1836938789316362472,False,False,,none,https://pbs.twimg.com/profile_images/1751644422947635201/_R28cIz-_normal.jpg,https://t.co/t99AyAYrSD,False,72142741,2009-09-06T22:43:20.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/t99AyAYrSD', 'expanded_url': 'https://hefterinhartford.wordpress.com', 'display_url': 'hefterinhartford.wordpress.com'}]",,4711,2588,19892,199,567,"Hartford, CT","[{'start': 154, 'end': 159, 'username': 'wwuh'}]",
None,nakedfella,David Blumenstein @nakedfella@mastodon.scot,"Comics about badness. Service designer, Squishface Studio guy, editor of SQUISHBOOK! Design: https://t.co/RvemO72LW6. Fun: https://t.co/FVioIL4akf",https://pbs.twimg.com/profile_banners/94735096/1706417733,1844616942512230587,False,False,1823156390363562337,none,https://pbs.twimg.com/profile_images/1695362510038396928/wQyekJ8i_normal.jpg,https://t.co/naJ5Mv8JLx,False,94735096,2009-12-05T05:44:07.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/naJ5Mv8JLx', 'expanded_url': 'https://www.nakedfella.com/', 'display_url': 'nakedfella.com'}]","[{'start': 93, 'end': 116, 'url': 'https://t.co/RvemO72LW6', 'expanded_url': 'http://experienceillustration.com', 'display_url': 'experienceillustration.com'}, {'start': 123, 'end': 146, 'url': 'https://t.co/FVioIL4akf', 'expanded_url': 'http://nakedfella.com', 'display_url': 'nakedfella.com'}]",1927,1567,14342,55,4595,"Melbourne, Australia",,
None,erikgunn,Erik Gunn,"Deputy Editor @WIExaminer | Likes & RTs ≠ endorsements, opinions = mine | Tips: erik@wisconsinexaminer.com | @erikgunn elsewhere but don't hang out much, TBH.",https://pbs.twimg.com/profile_banners/15112244/1561244774,1841898800262349224,False,False,1587019605821775872,none,https://pbs.twimg.com/profile_images/1680981237781999619/tp7TYiTR_normal.jpg,https://t.co/1MQHUUA9Zu,False,15112244,2008-06-13T22:46:33.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/1MQHUUA9Zu', 'expanded_url': 'https://wisconsinexaminer.com', 'display_url': 'wisconsinexaminer.com'}]",,2180,1950,73211,72,109454,Wisconsin,"[{'start': 14, 'end': 25, 'username': 'WIExaminer'}, {'start': 109, 'end': 118, 'username': 'erikgunn'}]",
None,KlasfeldReports,Adam Klasfeld,"@MSNBC contributor on @TheLastWord w/ @Lawrence & Fellow at @Just_Security. Priors: The Messenger, @LawCrimeNews, @CourthouseNews. adam(at)adamklasfeld(dot)com",https://pbs.twimg.com/profile_banners/60506242/1682082424,1844586375284150760,False,True,,blue,https://pbs.twimg.com/profile_images/1757808281551093760/LR--kxVD_normal.jpg,https://t.co/OxdZ0KO3kD,False,60506242,2009-07-27T06:01:36.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/OxdZ0KO3kD', 'expanded_url': 'https://allmylinks.com/klasfeldreports', 'display_url': 'allmylinks.com/klasfeldreports'}]",,323099,3641,59577,3551,39130,New York City,"[{'start': 0, 'end': 6, 'username': 'MSNBC'}, {'start': 22, 'end': 34, 'username': 'TheLastWord'}, {'start': 38, 'end': 47, 'username': 'Lawrence'}, {'start': 60, 'end': 74, 'username': 'Just_Security'}, {'start': 99, 'end': 112, 'username': 'LawCrimeNews'}, {'start': 114, 'end': 129, 'username': 'CourthouseNews'}]",
None,danvanmoll,Dan van Moll,Executive Producer at Axel Springer | Conflict & War | TED Member | Geek Dad & Author of https://t.co/8YC8dHMxpH,https://pbs.twimg.com/profile_banners/810301/1723373049,1844129398607536379,False,True,,blue,https://pbs.twimg.com/profile_images/1778037375303561216/te420bPG_normal.jpg,https://t.co/EGZFbcIgEV,False,810301,2007-03-04T14:57:24.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/EGZFbcIgEV', 'expanded_url': 'https://danvanmoll.com', 'display_url': 'danvanmoll.com'}]","[{'start': 89, 'end': 112, 'url': 'https://t.co/8YC8dHMxpH', 'expanded_url': 'https://crankydan.com', 'display_url': 'crankydan.com'}]",15520,1350,1241,88,5949,𝙊𝙉𝙇𝙄𝙉𝙀,,
None,CraigAWelch,Craig Welch,#journalist #trailrunner #author. Soccer nut. Priors: senior staff writer @NatGeo @NatGeoMag tracking #climate. Fellow @Niemanfdn @seattletimes @JacksonHoleNews,https://pbs.twimg.com/profile_banners/109944769/1632972372,1844431543252685226,False,False,1795810005498921053,none,https://pbs.twimg.com/profile_images/1383601136217649154/cszEzMP8_normal.jpg,https://t.co/l0IU27tdiq,False,109944769,2010-01-30T20:08:12.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/l0IU27tdiq', 'expanded_url': 'https://www.linkedin.com/in/craig-welch/', 'display_url': 'linkedin.com/in/craig-welch/'}]",,9190,3098,17823,327,23785,Seattle,"[{'start': 74, 'end': 81, 'username': 'NatGeo'}, {'start': 82, 'end': 92, 'username': 'NatGeoMag'}, {'start': 119, 'end': 129, 'username': 'Niemanfdn'}, {'start': 130, 'end': 143, 'username': 'seattletimes'}, {'start': 144, 'end': 160, 'username': 'JacksonHoleNews'}]","[{'start': 0, 'end': 11, 'tag': 'journalist'}, {'start': 12, 'end': 24, 'tag': 'trailrunner'}, {'start': 25, 'end': 32, 'tag': 'author'}, {'start': 102, 'end': 110, 'tag': 'climate'}]"
None,jomc,joanne mcneil,books: Wrong Way (2023) and Lurking (2020),https://pbs.twimg.com/profile_banners/48473/1362593602,1844768473827942441,False,False,1739714899146866978,none,https://pbs.twimg.com/profile_images/538766070509617152/yA4iQ4LN_normal.jpeg,https://t.co/3ql46jfAnG,False,48473,2006-12-07T17:11:17.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/3ql46jfAnG', 'expanded_url': 'http://joannemcneil.com', 'display_url': 'joannemcneil.com'}]",,12009,1528,12010,537,76521,LA ,,
None,jayrosen_nyu,Jay Rosen,"I teach journalism at NYU, critique the press, try to suggest reforms. PressThink is both my subject and my site.  @jayrosen.bsky.social jayrosen_nyc at Threads",https://pbs.twimg.com/profile_banners/14834340/1595563647,1844862701668892987,False,True,,blue,https://pbs.twimg.com/profile_images/1654668331171848195/siz8khlY_normal.jpg,https://t.co/NZqixP2kq2,False,14834340,2008-05-19T16:09:01.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/NZqixP2kq2', 'expanded_url': 'http://pressthink.org/', 'display_url': 'pressthink.org'}]",,316210,1557,101098,11781,95,New York City jr3@nyu.edu,"[{'start': 115, 'end': 124, 'username': 'jayrosen'}]",
None,davlinnews,Melissa Davlin,"Host, lead producer, Idaho Reports on @idahoptv. President, Idaho Press Club. Uncool mom.",https://pbs.twimg.com/profile_banners/87532454/1550381509,1802090376930693351,False,False,,none,https://pbs.twimg.com/profile_images/1542336770578083840/IZSCo-JU_normal.jpg,https://t.co/jAM3EA8nK8,False,87532454,2009-11-04T21:04:47.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/jAM3EA8nK8', 'expanded_url': 'http://idahoptv.org', 'display_url': 'idahoptv.org'}]",,14835,4682,43308,235,55000,"Boise, ID","[{'start': 38, 'end': 47, 'username': 'idahoptv'}]",
None,serghei,Sergiu Gatlan,"Cybersecurity/tech reporter @BleepinComputer

Signal: serghei.33",https://pbs.twimg.com/profile_banners/29496624/1400051752,1844141845674328265,False,False,,none,https://pbs.twimg.com/profile_images/1188253934/face_thumb_normal.jpg,https://t.co/oABk312z87,False,29496624,2009-04-07T17:33:17.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/oABk312z87', 'expanded_url': 'http://serghei.ro', 'display_url': 'serghei.ro'}]",,8470,1811,7108,193,2339,,"[{'start': 28, 'end': 44, 'username': 'BleepinComputer'}]",
None,Multied,Marc Schulman,"Historian, Teacher, Journalist, Apple Developer, regular columnist in Newsweek - Tel Aviv Diary, regular TV commentator . Email: Marc@Multied.com",https://pbs.twimg.com/profile_banners/17698386/1507822847,1844824021969629263,False,True,1781085318768115897,blue,https://pbs.twimg.com/profile_images/368421124/8488554.bin_normal.jpeg,https://t.co/WbHmephdbj,False,17698386,2008-11-28T04:02:00.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/WbHmephdbj', 'expanded_url': 'http://www.historycentral.com', 'display_url': 'historycentral.com'}]",,1177,540,12764,38,1864,Tel Aviv,,
None,sheeraf,Sheera Frenkel,"NYT Reporter and author of NYT Bestseller AN UGLY TRUTH, with @ceciliakang. Raising two kids and a cat in Oakland. Tell me a story: sheera.frenkel@nytimes.com",https://pbs.twimg.com/profile_banners/20052487/1607555649,1725170850029097197,False,False,625807797498851328,none,https://pbs.twimg.com/profile_images/1402102681401925634/J19qPdcu_normal.jpg,,False,20052487,2009-02-04T13:29:10.000Z,,,63902,2093,24157,2042,21528,"Oakland, CA","[{'start': 62, 'end': 74, 'username': 'ceciliakang'}]",
None,rehanhooda_tw,Rehan Hooda,"Associate Managing Editor @IGN_IN, @IGN | Ex- @IndiaToday_Game, @bgrindia, @firstpost | JR XIC | DU | Tech, Games | RTs & Tweets own | @rehanhooda@mstdn.social",https://pbs.twimg.com/profile_banners/2307648800/1431096218,1844423476003864863,False,False,,none,https://pbs.twimg.com/profile_images/596677356279869440/3QAveMZd_normal.jpg,https://t.co/AryLUpohMa,False,2307648800,2014-01-24T03:31:58.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/AryLUpohMa', 'expanded_url': 'http://www.rehanhooda.com', 'display_url': 'rehanhooda.com'}]",,1237,5007,15182,14,58306,"New Delhi, India","[{'start': 26, 'end': 33, 'username': 'IGN_IN'}, {'start': 35, 'end': 39, 'username': 'IGN'}, {'start': 46, 'end': 62, 'username': 'IndiaToday_Game'}, {'start': 64, 'end': 73, 'username': 'bgrindia'}, {'start': 75, 'end': 85, 'username': 'firstpost'}]",
None,RescueReports,Chris Foreman,Investigating life-risking rescues for @carnegie_hero in U.S. & Canada. Advocate for public records. Past: @ScrippsOU / @TribLIVE,https://pbs.twimg.com/profile_banners/1353035950222413827/1619376118,1825356363570053162,False,False,1618624212402606081,none,https://pbs.twimg.com/profile_images/1573464635784691716/RtdwkIcw_normal.jpg,https://t.co/LpYy4iiFji,False,1353035950222413827,2021-01-23T17:45:14.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/LpYy4iiFji', 'expanded_url': 'https://www.carnegiehero.org/heroes/latest-award-announcements/', 'display_url': 'carnegiehero.org/heroes/latest-…'}]",,236,579,721,1,1651,"Pittsburgh, PA","[{'start': 39, 'end': 53, 'username': 'carnegie_hero'}, {'start': 107, 'end': 117, 'username': 'ScrippsOU'}, {'start': 120, 'end': 129, 'username': 'TribLIVE'}]",
None,faffa42,Raffaele Angius,"Reporter at IrpiMedia, Wired / Co-founder @indip_it / Bad @ managing emotions 🦖 / for anonymous leaks: https://t.co/4jhGKrGfup (:+:)",https://pbs.twimg.com/profile_banners/723463953876180993/1540030541,1844798256779292823,False,False,,none,https://pbs.twimg.com/profile_images/1104481865375928320/qDOHltWO_normal.jpg,https://t.co/4jhGKrGfup,False,723463953876180993,2016-04-22T10:50:22.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/4jhGKrGfup', 'expanded_url': 'http://faffa-securesubmission.eu', 'display_url': 'faffa-securesubmission.eu'}]","[{'start': 103, 'end': 126, 'url': 'https://t.co/4jhGKrGfup', 'expanded_url': 'http://faffa-securesubmission.eu', 'display_url': 'faffa-securesubmission.eu'}]",5565,3689,11460,79,17844,Sardegna,"[{'start': 42, 'end': 51, 'username': 'indip_it'}]",
None,schwellenbach,Nick Schwellenbach,"Send tips to nick@pogo.org

More about me & some clips: https://t.co/nMfo5ZbTgQ

Investigative journalism & Sopranos memes.",https://pbs.twimg.com/profile_banners/15421002/1721674070,1844829108208886115,False,False,1841473420128571456,none,https://pbs.twimg.com/profile_images/1196511895542542344/X4bmtnEj_normal.jpg,https://t.co/nMfo5ZbTgQ,False,15421002,2008-07-14T01:18:29.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/nMfo5ZbTgQ', 'expanded_url': 'https://www.pogo.org/about/people/nick-schwellenbach', 'display_url': 'pogo.org/about/people/n…'}]","[{'start': 56, 'end': 79, 'url': 'https://t.co/nMfo5ZbTgQ', 'expanded_url': 'https://www.pogo.org/about/people/nick-schwellenbach', 'display_url': 'pogo.org/about/people/n…'}]",3190,2177,3330,90,11652,"Charlottesville, VA",,
None,WJeffreyBrown,Now on Mastodon: @jeff@honeytree.social,"Founder and Managing Member Honeytree Technologies, LLC

ACCOUNT MOVED TO
Mastodon: https://t.co/ErPewjuAqd

--",,1649394233151741955,False,False,1636790662996586496,none,https://pbs.twimg.com/profile_images/1495259989623123972/DTV3Z9eh_normal.jpg,https://t.co/1GryRcFajH,False,434236851,2011-12-11T16:09:28.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/1GryRcFajH', 'expanded_url': 'https://www.honeytreetech.com/', 'display_url': 'honeytreetech.com'}]","[{'start': 84, 'end': 107, 'url': 'https://t.co/ErPewjuAqd', 'expanded_url': 'http://honeytree.social/@jeff', 'display_url': 'honeytree.social/@jeff'}]",15684,1,26,353,1958,"Washington, DC | South Florida",,
None,ParkerMolloy,Parker Molloy,I write the media/culture/politics/whatever newsletter @readTPA: https://t.co/QUGDHV9JvU Chicagoan ✶✶✶✶/ wife of @KaylaPekkala / not an activist / likes baseball,https://pbs.twimg.com/profile_banners/634734888/1696124555,1844859943519920250,False,True,,blue,https://pbs.twimg.com/profile_images/1733644020360896512/_PTMaGWf_normal.jpg,https://t.co/YghQyFF5us,False,634734888,2012-07-13T15:32:43.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/YghQyFF5us', 'expanded_url': 'https://bio.site/parkermolloy', 'display_url': 'bio.site/parkermolloy'}]","[{'start': 65, 'end': 88, 'url': 'https://t.co/QUGDHV9JvU', 'expanded_url': 'http://www.readtpa.com', 'display_url': 'readtpa.com'}]",236669,3169,3037,2640,254573,"Chicago, IL","[{'start': 55, 'end': 63, 'username': 'readTPA'}, {'start': 113, 'end': 126, 'username': 'KaylaPekkala'}]",
None,davlinnews,Melissa Davlin,"Host, lead producer, Idaho Reports on @idahoptv. President, Idaho Press Club. Uncool mom.",https://pbs.twimg.com/profile_banners/87532454/1550381509,1802090376930693351,False,False,,none,https://pbs.twimg.com/profile_images/1542336770578083840/IZSCo-JU_normal.jpg,https://t.co/jAM3EA8nK8,False,87532454,2009-11-04T21:04:47.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/jAM3EA8nK8', 'expanded_url': 'http://idahoptv.org', 'display_url': 'idahoptv.org'}]",,14835,4682,43308,235,55000,"Boise, ID","[{'start': 38, 'end': 47, 'username': 'idahoptv'}]",
None,deanbetz,Dean Betz is on Mastodon,You can find me on Mastodon https://t.co/RHyM7VAyIz & Threads https://t.co/X36t6Emmuj. Tweets archived at https://t.co/t4nDcPqTV4,,1815192266165875169,False,False,1603910917594710018,none,https://pbs.twimg.com/profile_images/1698608310789054464/gJ4UgrND_normal.jpg,,False,13953552,2008-02-25T18:25:55.000Z,,"[{'start': 28, 'end': 51, 'url': 'https://t.co/RHyM7VAyIz', 'expanded_url': 'http://newsie.social/@deanbetz', 'display_url': 'newsie.social/@deanbetz'}, {'start': 62, 'end': 85, 'url': 'https://t.co/X36t6Emmuj', 'expanded_url': 'http://threads.net/@deanbetz', 'display_url': 'threads.net/@deanbetz'}, {'start': 106, 'end': 129, 'url': 'https://t.co/t4nDcPqTV4', 'expanded_url': 'http://panix.com/~dbetz/twitterarchive', 'display_url': 'panix.com/~dbetz/twitter…'}]",1777,4,12,132,5,,,
None,MRSmithAP,Michelle R. Smith,NO LONGER ON TWITTER. AP reporter; mrsmith@ap.org; https://t.co/Cb2Flgbrjz; WATCH: ‘Michael Flynn's Holy War’ NOW STREAMING https://t.co/paTVQkTI1l,https://pbs.twimg.com/profile_banners/30232973/1669651313,1730932474186699124,False,False,1583106055042539521,none,https://pbs.twimg.com/profile_images/1597256388266409984/CoqX1xMz_normal.jpg,https://t.co/L1K7hzsHaF,False,30232973,2009-04-10T15:06:59.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/L1K7hzsHaF', 'expanded_url': 'https://apnews.com/author/michelle-r-smith', 'display_url': 'apnews.com/author/michell…'}]","[{'start': 51, 'end': 74, 'url': 'https://t.co/Cb2Flgbrjz', 'expanded_url': 'http://linktr.ee/mrsmithap', 'display_url': 'linktr.ee/mrsmithap'}, {'start': 124, 'end': 147, 'url': 'https://t.co/paTVQkTI1l', 'expanded_url': 'http://bit.ly/3Ar8jfS', 'display_url': 'bit.ly/3Ar8jfS'}]",3865,924,2017,178,920,"Providence, RI",,
None,ScottMStedman,Scott Stedman (indefinite hiatus),Former investigative journalist on indefinite hiatus | Mastodon: https://t.co/MZtQ32zZxt,https://pbs.twimg.com/profile_banners/870429873621172226/1659144632,1641575976793686016,False,True,1641575976793686016,blue,https://pbs.twimg.com/profile_images/1600282278617235456/UyIQYFVp_normal.jpg,,False,870429873621172226,2017-06-02T00:00:28.000Z,,"[{'start': 65, 'end': 88, 'url': 'https://t.co/MZtQ32zZxt', 'expanded_url': 'http://journa.host/@scottmstedman', 'display_url': 'journa.host/@scottmstedman'}]",135058,1756,34808,1394,19883,California,,
None,ShortFormErnie,Ernie Smith is @ernie@writing.exchange,"Newsletter author, AI-free search enthusiast. Find me on Mastodon and Bluesky.

#udm14",https://pbs.twimg.com/profile_banners/31586980/1670823191,1844434878886289564,False,False,1793093594636804145,none,https://pbs.twimg.com/profile_images/1466509479864942592/lcqrRY2Z_normal.jpg,https://t.co/ijkWNnh8Eg,False,31586980,2009-04-16T01:15:48.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ijkWNnh8Eg', 'expanded_url': 'https://tedium.co', 'display_url': 'tedium.co'}]",,8148,2475,107005,205,42676,The internet,,"[{'start': 80, 'end': 86, 'tag': 'udm14'}]"
None,kingthor,thorin klosowski,"no longer here.

🐘 @thorin@mastodon.social
🟦 https://t.co/WfYa2on7OJ

or https://t.co/QL17gTv0ST",https://pbs.twimg.com/profile_banners/14079749/1632932424,1631026961580695552,False,False,1590776442727849986,none,https://pbs.twimg.com/profile_images/1555248781439840257/h3SLBoYN_normal.jpg,,False,14079749,2008-03-04T20:24:40.000Z,,"[{'start': 45, 'end': 68, 'url': 'https://t.co/WfYa2on7OJ', 'expanded_url': 'https://bsky.app/profile/thorinklosowski.com', 'display_url': 'bsky.app/profile/thorin…'}, {'start': 73, 'end': 96, 'url': 'https://t.co/QL17gTv0ST', 'expanded_url': 'http://thorinklosowski.com', 'display_url': 'thorinklosowski.com'}]",6519,580,23,271,2967,,,
None,brodnig,Ingrid Brodnig,"Journalistin & Autorin | Fokus: Hass im Netz, Desinformation, digitale Gesellschaft | Bücher: https://t.co/aQXb1k2o63",https://pbs.twimg.com/profile_banners/16130553/1724060263,1844668832868159949,False,False,1787165410091020729,none,https://pbs.twimg.com/profile_images/1162341442267881473/2Q79NvZu_normal.jpg,https://t.co/L5ruD2IfkC,False,16130553,2008-09-04T15:51:46.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/L5ruD2IfkC', 'expanded_url': 'http://brodnig.org/', 'display_url': 'brodnig.org'}]","[{'start': 94, 'end': 117, 'url': 'https://t.co/aQXb1k2o63', 'expanded_url': 'http://brodnig.org/bucher/', 'display_url': 'brodnig.org/bucher/'}]",67794,1664,25787,753,26264,"Vienna, Austria",,
None,merryarty,Russell Merryman,"Journalist, editor (ex-BBC/Al Jazeera), academic, future media geek, Yorkshireman, hardline realist, former gravedigger #swfc https://t.co/pXksN6hEkF",https://pbs.twimg.com/profile_banners/82628902/1446821282,1844773827806417191,False,False,1063082402472517632,none,https://pbs.twimg.com/profile_images/662642701385494530/RBvv73M7_normal.jpg,https://t.co/mAJpjFdhGQ,False,82628902,2009-10-15T14:26:08.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/mAJpjFdhGQ', 'expanded_url': 'http://artefactmagazine.com', 'display_url': 'artefactmagazine.com'}]","[{'start': 126, 'end': 149, 'url': 'https://t.co/pXksN6hEkF', 'expanded_url': 'http://mastodon.green/@merryarty', 'display_url': 'mastodon.green/@merryarty'}]",3551,4814,18413,54,39406,Europe,,"[{'start': 120, 'end': 125, 'tag': 'swfc'}]"
None,ktetch,K'Tetch,"Politics/sci/tech/P2P. bittorrent researcher. @nosafeharbor editor Used to be a @battlebots crewbot & @USpirates chair 
Tweets are my own opinion",https://pbs.twimg.com/profile_banners/22676772/1434953413,1735034592673837108,False,False,1684710356982128640,none,https://pbs.twimg.com/profile_images/965082611172360192/DnjqD2GT_normal.jpg,https://t.co/pYk6cMM8cc,False,22676772,2009-03-03T20:48:52.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/pYk6cMM8cc', 'expanded_url': 'https://en.wikipedia.org/wiki/Andrew_Norton_(Pirate_Party)', 'display_url': 'en.wikipedia.org/wiki/Andrew_No…'}]",,882,730,18524,72,2028,@ktetch@mastodon.online,"[{'start': 46, 'end': 59, 'username': 'nosafeharbor'}, {'start': 80, 'end': 91, 'username': 'battlebots'}, {'start': 102, 'end': 112, 'username': 'USpirates'}]",
